pho_protein	iFOT_C_2_1	iFOT_C_2_3	iFOT_C_3_1	iFOT_C_3_2	iFOT_C_4_4	iFOT_C_4_5	iFOT_C_4_8	iFOT_C_5_3	iFOT_Z_1_3	iFOT_Z_1_4	iFOT_Z_2_10	iFOT_Z_2_11	iFOT_Z_4_12	iFOT_Z_5_6	iFOT_Z_5_7	iFOT_Z_6_3
Smarca4	0.01	0.01	125.248934	0.01	51.56792	0.01	51.69796	0.01	0.01	0.01	41.61796	47.190269	48.054321	55.191809	0.01	0.01
Smarca4	0.01	58.37427	56.09424	0.01	80.59166	0.01	68.05201	0.01	49.398142	0.01	56.631368	0.01	63.26561	0.01	58.356243	0.01
Smarca4	57.59337	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	57.341202	0.01	0.01	0.01	45.423863
-	0.01	21.54399	0.01	0.01	11.92395	0.01	0.01	15.622157	13.215943	12.067788	0.01	0.01	0.01	0.01	11.304529	10.463591
Hepacam	0.01	0.01	0.01	0.01	0.01	0.01	0.01	46.083844	53.060617	0.01	0.01	0.01	0.01	0.01	0.01	70.509122
Hepacam	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	41.725292	0.01	0.01	0.01	0.01	0.01	0.01
Myo5a	532.3257	817.4521	536.801719	746.616947	0.01	527.2145	645.1867	0.01	423.677436	701.090889	391.629756	528.656731	453.447886	463.918367	456.060051	507.22391
Myo5a	0.01	0.01	53.960103	0.01	0.01	0.01	0.01	0.01	0.01	0.01	45.439825	88.280998	0.01	0.01	0.01	0.01
Myo5a	187.8146	336.671	0.01	0.01	0.01	0.01	0.01	0.01	0.01	209.0577	207.597048	202.210457	240.348183	0.01	249.32917	216.518925
Neo1	0.01	76.69682	106.859888	154.597164	308.5219	225.5487	298.1269	123.554489	169.524137	210.913751	50.167543	203.453852	242.671004	129.264159	216.689285	155.332276
Neo1	635.5319	594.1787	535.316554	677.930358	608.1872	536.8681	501.047	569.337578	228.671156	1180.28351	936.903602	635.927124	974.181011	863.362399	788.037005	625.75344
Neo1	0.01	0.01	0.01	20.094967	0.01	0.01	45.04326	0.01	40.678034	104.946289	50.167543	46.027695	93.180867	278.583334	125.963356	36.18147
Neo1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Neo1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Neo1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Zfp609	96.6914	111.8232	128.417286	71.884922	98.7171	0.01	112.1063	63.719668	58.209489	0.01	57.648597	69.395219	89.058497	104.691923	92.111749	109.026882
Zfp609	0.01	0.01	111.747432	71.415782	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	67.872326	0.01	89.402784	88.62021
Zfp609	0.01	0.01	41.383904	0.01	21.15856	0.01	0.01	23.598247	24.603522	33.109485	28.223884	34.44824	0.01	0.01	0.01	0.01
Zfp609	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	26.607853	0.01	0.01
Zfp609	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	80.596818	0.01	0.01	0.01	0.01	0.01	0.01
Tle3	0.01	68.91514	36.017507	0.01	45.67785	50.75747	38.82996	41.071679	34.042044	47.59842	48.421311	39.24567	39.794905	41.25368	50.388128	33.385395
Tle3	0.01	0.01	0.01	0.01	0.01	79.0741	69.02625	0.01	0.01	100.054315	50.926246	76.054287	74.61106	0.01	88.922274	0.01
Dmxl2	0.01	57.51712	71.146615	0.01	52.75546	49.83582	46.60289	62.881514	0.01	0.01	43.007115	51.046864	65.383589	0.01	55.851322	0.01
Dmxl2	0.01	0.01	4.256754	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2.706527	0.01
Dmxl2	0.01	20.9963	19.289146	31.021254	21.59948	36.61816	0.01	24.784236	31.239512	27.633786	17.068791	21.072771	0.01	33.062456	30.357809	0.01
Dmxl2	214.8844	293.5287	180.335062	199.455655	204.7861	224.9406	242.3312	190.208747	205.05689	311.078464	200.22602	319.37965	340.791057	270.782169	314.386096	177.113629
Dmxl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	58.654906	60.890927	0.01	41.152208	0.01	0.01	0.01	0.01
Dmxl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	32.326472	0.01	0.01	0.01	165.271283	0.01	36.451238	0.01
Dmxl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	26.480738	0.01	0.01	0.01	0.01	0.01	0.01	6.840039
Dmxl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	165.271283	0.01	0.01	0.01
Dmxl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	165.271283	0.01	0.01	0.01
Dmxl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	165.271283	0.01	0.01	0.01
Snx33	0.01	0.01	67.800943	65.750899	0.01	79.22043	0.01	0.01	0.01	0.01	0.01	0.01	43.161081	36.107635	0.01	0.01
Mindy2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	24.23734	0.01	27.737283	0.01	20.51946	0.01	26.446523	0.01	0.01
Myo9a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	32.233617	0.01	0.01	19.418886	0.01
Islr2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	28.217863	33.987142	22.940638	0.01	0.01	0.01	0.01	0.01
Pias1	0.01	0.01	0.01	0.01	52.39549	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Pias1	33.51158	0.01	0.01	0.01	0.01	34.10594	0.01	36.518403	56.76404	0.01	34.868609	0.01	31.350429	0.01	0.01	37.99725
Pias1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ubl7	93.55016	152.5779	139.434512	111.556233	138.2097	110.3989	187.1241	121.040025	130.880651	173.985906	158.882111	149.08298	171.352735	0.01	153.714571	133.230609
-	20.10045	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.541489	0.01
Phip	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	41.524507	0.01	0.01	0.01	0.01	0.01	0.01
Phip	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	41.524507	0.01	0.01	0.01	0.01	0.01	0.01
Bsn	51.91662	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Bsn	0.01	43.35342	0.01	0.01	81.21638	0.01	55.64959	0.01	43.936041	100.302709	100.987138	61.812586	0.01	0.01	59.847915	0.01
Bsn	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	26.06725	0.01	0.01	0.01	0.01	23.703904
Bsn	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	54.117715	0.01	0.01
Bsn	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	25.158856	17.268874	20.621329	20.321899	23.032942	0.01	23.306146	16.612285
Dag1	30.03451	25.58503	29.156044	26.859901	38.03837	25.31033	21.13909	28.306582	25.774537	25.838453	28.304884	23.527784	23.648107	19.74168	20.503865	18.229871
Camkv	296.4084	265.1598	286.375859	190.815114	266.0581	221.786	178.6428	261.158548	428.907489	362.544235	299.890153	384.485159	275.866927	393.449754	319.602071	351.224313
-	76.51485	0.01	0.01	108.787073	93.56697	0.01	0.01	82.516337	0.01	66.225179	106.805661	0.01	74.094168	0.01	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	146.999	83.51169	0.01	0.01	0.01	0.01	0.01	0.01	0.01	108.16358	66.663352
Snrk	41.61731	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Snrk	0.01	81.14184	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Snrk	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	36.002483	0.01	0.01	0.01	26.59674
Scap	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	36.45419	0.01	0.01	29.12674	0.01	0.01
Prss44	0.01	0.01	0.01	1305.97777	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Clasp2	260.897	423.2277	242.459973	184.620189	202.6243	189.0816	201.5749	217.06113	158.02233	0.01	260.395751	0.01	414.693784	0.01	262.414373	227.536392
Clasp2	0.01	37.58125	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	43.688162
Clasp2	494.8663	471.0313	599.5567	368.383936	452.6359	573.1072	623.148	443.383871	536.91384	546.403785	469.261804	620.046215	729.39139	525.094415	678.884548	586.348144
Clasp2	0.01	0.01	242.459973	184.620189	0.01	0.01	0.01	0.01	0.01	310.229786	260.395751	228.92962	0.01	0.01	262.414373	0.01
Clasp2	0.01	9.784979	0.01	0.01	0.01	0.01	0.01	0.01	8.951438	0.01	7.005177	11.625046	0.01	0.01	9.18123	0.01
Clasp2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	15.15974	0.01	0.01	0.01	0.01
Epb41l2	0.01	27.66835	0.01	56.999973	0.01	45.91262	0.01	0.01	0.01	0.01	0.01	0.01	0.01	10.014602	0.01	0.01
Lats1	0.01	0.01	0.01	0.01	0.01	12.65326	15.47019	0.01	0.01	14.916725	0.01	0.01	0.01	10.711545	0.01	0.01
Stx7	0.01	0.01	0.01	275.031838	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Stx7	0.01	259.2297	0.01	0.01	0.01	312.3932	260.5129	0.01	0.01	415.817758	290.237616	0.01	0.01	527.984001	0.01	465.082598
Stx7	0.01	0.01	364.576559	0.01	0.01	0.01	0.01	0.01	0.01	22.124278	0.01	469.699117	389.723456	0.01	0.01	0.01
Foxo3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.164644	0.01	15.882685	0.01	21.276191
-	0.01	83.74954	0.01	67.262994	62.311	97.0207	75.18385	0.01	75.907617	108.644593	121.594967	92.985173	0.01	0.01	150.023694	0.01
-	0.01	0.01	29.860822	0.01	32.74444	29.29529	0.01	0.01	0.01	0.01	39.159601	57.426167	29.085678	0.01	37.054313	51.702018
Ppil4	0.01	271.8927	0.01	0.01	0.01	0.01	0.01	200.75902	0.01	234.117852	214.502325	0.01	268.745311	175.813022	269.830946	188.371331
Ppil4	96.1293	0.01	0.01	0.01	0.01	0.01	0.01	79.23077	105.477534	128.798973	110.558675	83.286697	0.01	99.916577	97.139698	0.01
Sash1	27.79323	41.96282	56.855725	31.901486	56.01619	49.15361	0.01	41.234071	41.994887	44.832282	72.461529	58.766961	46.890996	52.297921	54.30951	60.509986
Bclaf1	22.01097	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Bclaf1	0.01	149.8718	191.199271	0.01	0.01	254.595	0.01	148.594363	40.829619	58.872039	221.819353	0.01	0.01	0.01	0.01	61.001134
Bclaf1	0.01	17.61819	39.288471	0.01	38.75451	318.1416	35.66971	46.101655	41.180205	306.731576	39.877803	0.01	0.01	0.01	0.01	0.01
Bclaf1	858.8681	736.5537	614.705386	492.206311	593.912	558.2657	785.5324	734.653129	412.355232	629.532838	450.395482	570.034132	586.927149	520.448133	532.42638	745.797789
Bclaf1	1553.471	1371.958	1235.387436	1060.083966	1120.21	1020.375	1180.443	1131.928011	1126.688578	1162.757963	934.068591	1183.29694	1063.009779	880.14064	1139.297048	773.825265
Bclaf1	596.4796	600.3936	485.12697	487.981201	571.3612	432.8163	610.1476	503.029059	522.85448	485.623255	470.83456	454.419182	493.842002	396.411042	465.071362	449.660813
Bclaf1	241.6397	330.0417	212.666659	169.28989	191.5965	196.7589	249.2151	183.472078	233.929946	201.819786	255.231981	215.867072	217.305031	208.150573	235.860952	186.109114
Bclaf1	123.4781	0.01	0.01	0.01	0.01	61.85343	111.0133	85.977916	47.837747	0.01	0.01	60.611329	0.01	0.01	181.507569	90.682231
Bclaf1	366.2948	441.2511	0.01	444.2456	484.1576	456.4372	376.0559	461.477537	444.834726	472.610191	440.351443	322.833523	344.058322	260.758246	431.449564	451.322442
Bclaf1	43.03269	191.5122	194.592648	151.780424	199.9293	0.01	0.01	195.53103	261.23686	0.01	204.822787	284.495531	0.01	165.08642	234.126936	0.01
Bclaf1	0.01	0.01	39.288471	0.01	38.75451	35.26419	35.66971	46.101655	0.01	51.213237	39.877803	37.100124	0.01	0.01	57.959996	48.79984
Bclaf1	52.21999	0.01	0.01	290.105205	0.01	0.01	294.4696	0.01	0.01	414.782785	435.903176	0.01	0.01	0.01	0.01	0.01
Bclaf1	0.01	0.01	0.01	0.01	25.90872	0.01	0.01	19.735402	0.01	0.01	0.01	18.340757	0.01	21.514868	0.01	23.459665
Bclaf1	0.01	0.01	0.01	290.105205	0.01	0.01	294.4696	63.47346	0.01	414.782785	435.903176	110.068029	88.503317	66.350056	0.01	91.236108
Bclaf1	43.03269	17.61819	0.01	0.01	0.01	35.26419	0.01	51.388316	229.942749	332.026323	38.562898	66.319891	0.01	0.01	0.01	156.1731
Tmem200a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	17.03497	18.930448	0.01	18.535348	0.01	0.01	14.418134
Cbarp	0.01	0.01	0.01	0.01	0.01	58.18106	85.55056	200.853313	0.01	0.01	0.01	0.01	0.01	0.01	38.901145	0.01
Cbarp	54.76159	35.88637	52.301218	32.989166	38.66023	30.20079	0.01	35.767207	0.01	32.581648	39.133275	25.752769	25.052648	32.902561	32.047952	30.383786
Cbarp	105.0731	140.0444	144.44807	0.01	31.96068	188.3214	101.8489	0.01	72.16468	99.564428	23.992292	121.942445	124.066731	19.146554	97.272012	0.01
Cbarp	0.01	92.7781	124.85289	70.827693	0.01	0.01	76.19383	0.01	117.166129	38.880496	88.884342	0.01	70.156859	0.01	0.01	0.01
Cbarp	124.5841	154.9344	119.506295	108.463528	112.4685	128.2429	112.4006	99.300386	100.707266	105.891565	111.523929	116.153754	118.45112	102.806163	128.254485	108.172711
Cbarp	73.44565	77.53196	0.01	64.313981	0.01	88.54623	0.01	83.504312	0.01	90.463563	74.459536	69.97547	50.339492	64.546754	78.344082	0.01
Cbarp	63.97426	0.01	0.01	66.675856	49.48235	62.17933	67.67892	0.01	51.842187	0.01	45.4	66.396567	0.01	75.387362	59.008762	70.429043
Cbarp	0.01	0.01	0.01	0.01	124.9058	45.5392	0.01	0.01	0.01	0.01	112.448682	34.593303	30.461503	100.39698	0.01	0.01
Cbarp	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	15.081682	0.01	11.792809	0.01	0.01
Slc6a15	0.01	0.01	0.01	0.01	0.01	0.01	0.01	26.417591	36.824462	0.01	28.995411	46.331636	0.01	30.889889	0.01	29.25201
Cabin1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	15.647302	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	25.4785	0.01	117.823606	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	39.94293	0.01	0.01	0.01	34.606708	0.01	0.01	0.01	34.997868	0.01
Rrp1	114.5394	63.91467	58.078061	57.83643	75.2806	74.13803	79.81124	0.01	0.01	61.121381	61.982113	73.104679	0.01	0.01	0.01	56.394618
Stk11	141.2034	76.95449	0.01	61.961622	0.01	0.01	0.01	47.095916	0.01	73.262307	64.512023	0.01	103.990919	0.01	0.01	0.01
Mars1	52.61772	46.90632	0.01	0.01	0.01	0.01	119.936	120.076147	0.01	39.143379	0.01	52.495418	0.01	46.088538	0.01	72.864764
Nav3	0.01	0.01	0.01	0.01	37.37841	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Nav3	0.01	0.01	0.01	0.01	0.01	41.74712	0.01	33.088255	33.980261	41.526577	22.494461	36.31195	0.01	36.391575	33.233908	40.132009
Nav3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	68.904265	56.619342	0.01	0.01	0.01	0.01
Nav3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	56.619342	0.01	33.182198	0.01	0.01
Nav3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	42.004963	58.759603
Syn3	320.5663	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	178.298294	0.01	0.01	0.01	0.01	0.01	0.01
Syn3	133.7359	177.7486	125.93301	157.927769	161.0081	145.2983	157.6341	0.01	169.330165	0.01	113.029184	142.859101	0.01	120.853527	159.654793	174.951509
Syn3	60.78939	54.90164	0.01	49.871526	46.71587	63.93332	157.8968	0.01	87.517186	67.111806	0.01	0.01	100.787468	63.646895	121.381097	55.016601
Syn3	51.70964	0.01	0.01	0.01	68.38964	0.01	0.01	0.01	83.400674	57.982652	0.01	0.01	0.01	0.01	0.01	0.01
Syn3	0.01	0.01	65.317567	85.065553	61.39297	0.01	0.01	136.420165	80.685069	111.397622	0.01	83.134727	111.693241	0.01	96.150821	83.435127
Syn3	0.01	255.7597	0.01	0.01	167.2458	223.2113	194.8907	157.918835	210.847307	0.01	169.19615	475.847011	203.266001	0.01	462.083841	215.391153
Tmcc3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	34.19363	0.01	0.01	0.01	0.01	23.730456	0.01	26.296446
-	0.01	51.12086	45.178726	0.01	0.01	63.79745	52.15303	0.01	47.612884	0.01	47.003131	43.770244	0.01	0.01	0.01	0.01
-	57.27681	0.01	0.01	0.01	0.01	11.84278	0.01	59.418887	0.01	12.684632	0.01	0.01	50.98465	0.01	36.714474	38.399644
-	0.01	0.01	21.66001	0.01	0.01	34.85087	0.01	0.01	25.645222	44.925429	36.414365	23.692879	36.464464	25.676445	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	30.20321	0.01
Sgta	517.0254	298.4489	349.058832	269.683838	363.5372	306.7777	422.7292	275.763395	244.964785	295.643563	345.115327	244.693097	298.150696	260.241992	244.377824	217.453174
Sgta	71.00449	100.328	89.539261	87.023949	109.6592	129.8772	64.711	83.045422	53.654027	69.777897	61.449536	109.508502	84.617059	0.01	81.881752	110.214713
Sgta	67.81659	0.01	94.105469	120.77725	113.478	74.83259	71.4792	62.907706	0.01	93.596082	80.55481	74.672737	102.382812	0.01	71.199102	97.715793
Sgta	0.01	0.01	144.727101	149.334809	99.85036	219.2111	159.221	98.913787	209.69066	167.762266	188.386474	201.029233	234.368833	167.954496	166.820665	184.107151
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	11.551891	0.01	19.667948
Dyrk2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.558206	23.529691	0.01	31.202589
Dyrk2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	37.54318	0.01
Ccdc6	111.3028	0.01	0.01	88.341917	74.48256	0.01	0.01	0.01	78.400513	172.826735	0.01	0.01	0.01	0.01	0.01	70.40235
Ccdc6	111.8608	0.01	0.01	95.455137	0.01	0.01	116.9197	0.01	49.198423	127.115416	75.782541	0.01	70.105808	87.139301	69.265221	76.701859
Anks1b	0.01	0.01	74.046738	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	54.513861	0.01	44.317501	39.713137	0.01
Tbc1d10a	0.01	0.01	31.82034	48.101548	0.01	38.32085	43.56876	34.829521	0.01	39.263436	0.01	23.834488	0.01	0.01	29.593171	33.412755
Tbc1d10a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	146.973123	0.01	0.01	0.01	0.01	49.512303	0.01	19.455072
Camk2b	552.4556	548.5762	0.01	0.01	384.4977	407.9506	394.2691	0.01	324.924256	529.375025	0.01	0.01	0.01	0.01	732.395297	0.01
Camk2b	214.783	0.01	0.01	114.801194	0.01	0.01	134.3973	138.306013	238.226062	0.01	0.01	0.01	0.01	0.01	0.01	198.78821
Camk2b	0.01	0.01	0.01	0.01	135.7527	0.01	0.01	228.690528	131.584697	0.01	0.01	116.347171	183.030655	144.730255	0.01	0.01
Camk2b	0.01	140.4199	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	138.132531	0.01	0.01	0.01	0.01	137.795084
Camk2b	0.01	0.01	0.01	38.320037	58.56173	45.28171	152.705	75.929488	114.457709	83.267049	79.366805	102.510955	73.162487	72.189458	108.128761	99.837873
Camk2b	0.01	0.01	147.463405	0.01	0.01	0.01	0.01	0.01	0.01	152.555059	0.01	0.01	0.01	0.01	192.649838	0.01
Camk2b	0.01	207.982	168.471742	0.01	134.867	0.01	0.01	0.01	0.01	249.387158	226.645621	256.926716	222.16764	231.001963	282.65152	0.01
Sptbn1	0.01	3195.669	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Sptbn1	0.01	0.01	0.01	0.01	0.01	0.01	171.8851	0.01	0.01	60.230614	0.01	0.01	0.01	0.01	0.01	0.01
Sptbn1	40.62197	0.01	24.737452	0.01	30.70934	0.01	0.01	0.01	0.01	0.01	14.206105	0.01	21.691577	0.01	0.01	0.01
Sptbn1	0.01	85.90536	0.01	0.01	0.01	0.01	39.64656	89.014131	0.01	51.297415	0.01	90.45003	0.01	0.01	72.56403	0.01
Sptbn1	0.01	0.01	0.01	0.01	0.01	30.67587	0.01	15.404237	0.01	0.01	5.981738	0.01	9.47124	13.677135	24.008805	0.01
Sptbn1	0.01	0.01	20.842719	0.01	17.56452	49.60208	16.89319	17.902986	46.598483	0.01	15.65736	0.01	19.670595	33.874839	31.249191	0.01
Sptbn1	2344.461	0.01	2171.401567	2609.957176	2310.986	3085.83	3214.163	2700.325115	3186.525021	3406.442003	2096.760561	2948.916892	2640.741426	2725.173549	2543.014078	2838.849656
Sptbn1	188.261	206.1045	161.405956	0.01	213.2903	211.9804	196.0258	204.52024	322.373886	199.770539	203.688783	262.957178	258.822269	230.062669	273.807343	259.968186
Sptbn1	0.01	0.01	36.40455	29.375935	0.01	38.06621	0.01	0.01	0.01	59.140442	0.01	48.247845	64.445526	64.556792	66.584809	0.01
Sptbn1	0.01	0.01	0.01	0.01	0.01	149.7735	0.01	0.01	0.01	139.893886	0.01	223.154744	127.633921	0.01	0.01	0.01
Sptbn1	0.01	15.38209	0.01	15.786116	19.50629	0.01	0.01	0.01	70.903145	0.01	48.602212	29.17832	9.47124	0.01	31.249191	24.476662
Sptbn1	388.5756	0.01	0.01	0.01	0.01	0.01	0.01	0.01	677.73734	0.01	512.097469	0.01	0.01	540.288045	0.01	0.01
Sptbn1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	22.587257	0.01	0.01	0.01	0.01	0.01	0.01
Sptbn1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	139.893886	0.01	0.01	127.633921	0.01	0.01	0.01
Sptbn1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.995359	0.01	0.01	0.01	0.01	0.01	0.01
Sptbn1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	8.460043	0.01	0.01	0.01	0.01	10.717281	0.01	0.01
Ccdc157	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	35.655519	0.01	0.01	0.01	0.01	0.01	0.01
Ccdc85a	0.01	0.01	38.56299	0.01	0.01	50.53419	0.01	0.01	0.01	0.01	0.01	0.01	49.208074	0.01	0.01	0.01
Ccdc85a	44.85493	113.9855	0.01	85.207341	111.5353	171.5226	104.9934	79.838432	136.98717	113.067379	109.586671	124.456865	115.522068	128.611671	98.010187	85.590573
Ccdc85a	0.01	0.01	0.01	0.01	0.01	73.82638	51.14621	0.01	0.01	85.826883	0.01	81.152203	0.01	0.01	0.01	0.01
Ccdc85a	21.64672	0.01	25.370222	32.422012	42.87994	0.01	32.42223	38.322531	46.020878	63.632226	36.911842	48.995954	40.333493	39.299803	0.01	45.842274
Ccdc85a	0.01	0.01	0.01	34.161539	61.94912	0.01	42.20986	0.01	0.01	0.01	51.817249	60.301862	0.01	0.01	64.760263	54.766355
Ccdc85a	0.01	0.01	0.01	0.01	25.63254	60.48045	70.49025	33.517809	30.608744	73.814293	0.01	44.921074	82.21128	30.793809	36.982585	28.0515
Ccdc85a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	12.440056	0.01	12.804799	0.01	0.01	14.446496	0.01	0.01
Ccdc85a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	19.170749	0.01	0.01	0.01	0.01	0.01
Myo1g	0.01	58.47138	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Cys1	0.01	0.01	0.01	11.713262	0.01	0.01	0.01	0.01	18.715401	0.01	12.811549	13.540564	12.024429	0.01	10.92987	0.01
Dnmt3a	0.01	70.08952	0.01	46.21928	0.01	0.01	0.01	59.714336	48.998704	0.01	0.01	0.01	0.01	0.01	61.30407	0.01
Dnmt3a	250.477	232.5959	200.767335	127.400396	166.1982	143.3219	149.9515	182.476769	115.190491	184.528833	147.218066	0.01	173.075707	149.039538	157.558653	148.091845
Dnmt3a	0.01	0.01	0.01	0.01	0.01	0.01	34.65133	49.556948	0.01	0.01	32.451425	0.01	28.243975	0.01	38.451275	0.01
Prkar2b	37.8044	22.30145	22.788735	21.521417	22.50704	24.97777	17.25052	15.763596	31.539809	19.678982	0.01	15.921664	0.01	0.01	13.624906	14.663041
Prkar2b	606.7068	538.1013	503.489013	464.676483	612.1012	543.7093	562.7596	507.869403	602.533769	692.604108	873.588359	905.743694	986.816138	648.364297	796.811542	706.15893
Prkar2b	51.19523	0.01	0.01	45.082117	33.57867	102.1611	52.73526	112.868016	0.01	96.956295	51.807124	109.681196	55.463738	188.740872	215.923254	0.01
Prkar2b	51.19523	0.01	0.01	45.082117	86.9779	63.77655	52.73526	112.868016	0.01	96.956295	51.807124	86.623138	55.463738	188.740872	215.923254	51.116778
Prkar2b	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	9.395487	0.01	13.255965	11.989969	8.424254	12.482127	0.01
-	117.8572	136.0694	165.141372	115.619571	168.6933	150.0491	99.53258	162.287716	108.775054	119.967201	109.16142	158.643301	0.01	127.858802	130.399372	162.372511
Atad2b	0.01	37.46472	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	25.738263	0.01	0.01	23.568685	0.01
Atad2b	38.70639	0.01	0.01	0.01	0.01	0.01	0.01	0.01	20.471924	13.636808	0.01	22.24018	0.01	0.01	0.01	0.01
