NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
CHONDROCYTE DEVELOPMENT	CHONDROCYTE DEVELOPMENT	19	-0.3562576	-0.8335255	0.5769231	0.81572235	1	4766	"tags=47%, list=22%, signal=61%"
POSITIVE REGULATION OF CARDIAC MUSCLE CELL APOPTOTIC PROCESS	POSITIVE REGULATION OF CARDIAC MUSCLE CELL APOPTOTIC PROCESS	22	-0.27874884	-0.8324363	0.7080868	0.8164859	1	1069	"tags=14%, list=5%, signal=14%"
MAMMARY GLAND ALVEOLUS DEVELOPMENT	MAMMARY GLAND ALVEOLUS DEVELOPMENT	18	-0.25833386	-0.831111	0.6102362	0.81777686	1	4949	"tags=39%, list=23%, signal=50%"
IN UTERO EMBRYONIC DEVELOPMENT	IN UTERO EMBRYONIC DEVELOPMENT	281	-0.1670601	-0.8307204	0.575	0.8177106	1	4943	"tags=27%, list=23%, signal=35%"
DNA POLYMERASE BINDING	DNA POLYMERASE BINDING	18	-0.17159055	-0.8300967	0.672956	0.81733096	1	4281	"tags=22%, list=20%, signal=28%"
NEGATIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS	NEGATIVE REGULATION OF CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS	16	-0.2828151	-0.82881093	0.6876268	0.81854934	1	1331	"tags=13%, list=6%, signal=13%"
PROTEIN METHYLATION	PROTEIN METHYLATION	29	-0.23110224	-0.8281987	0.5976331	0.818759	1	7573	"tags=48%, list=35%, signal=74%"
NAD BINDING	NAD BINDING	46	-0.19229646	-0.82625604	0.7001972	0.82069755	1	4302	"tags=26%, list=20%, signal=32%"
FILOPODIUM MEMBRANE	FILOPODIUM MEMBRANE	18	-0.28437027	-0.8257257	0.5897436	0.8203279	1	1479	"tags=22%, list=7%, signal=24%"
EMBRYONIC CAMERA-TYPE EYE MORPHOGENESIS	EMBRYONIC CAMERA-TYPE EYE MORPHOGENESIS	15	-0.32222804	-0.82423127	0.6779324	0.82139266	1	3768	"tags=27%, list=17%, signal=32%"
EPIDERMIS DEVELOPMENT	EPIDERMIS DEVELOPMENT	50	-0.21539119	-0.8217613	0.6888889	0.82378876	1	1466	"tags=14%, list=7%, signal=15%"
TRANSCRIPTION COREPRESSOR ACTIVITY	TRANSCRIPTION COREPRESSOR ACTIVITY	181	-0.1574231	-0.81787455	0.7076923	0.8303976	1	5145	"tags=28%, list=24%, signal=37%"
NEGATIVE REGULATION OF BMP SIGNALING PATHWAY	NEGATIVE REGULATION OF BMP SIGNALING PATHWAY	50	-0.24846005	-0.8176804	0.6114398	0.829666	1	4685	"tags=32%, list=21%, signal=41%"
NADH DEHYDROGENASE (UBIQUINONE) ACTIVITY	NADH DEHYDROGENASE (UBIQUINONE) ACTIVITY	20	-0.39562505	-0.81744945	0.5641026	0.8289595	1	13200	"tags=100%, list=60%, signal=253%"
NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY	NEGATIVE REGULATION OF SMOOTHENED SIGNALING PATHWAY	23	-0.23936696	-0.8158296	0.39034206	0.830497	1	7171	"tags=57%, list=33%, signal=84%"
INTEGRAL COMPONENT OF GOLGI MEMBRANE	INTEGRAL COMPONENT OF GOLGI MEMBRANE	54	-0.1741735	-0.81574386	0.61431414	0.8296979	1	5951	"tags=37%, list=27%, signal=51%"
NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION	NEGATIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION	40	-0.18696906	-0.815038	0.6937984	0.83002293	1	5085	"tags=28%, list=23%, signal=36%"
CARDIOVASCULAR SYSTEM DEVELOPMENT	CARDIOVASCULAR SYSTEM DEVELOPMENT	18	-0.21717088	-0.8149877	0.69979715	0.8291367	1	1995	"tags=17%, list=9%, signal=18%"
POSITIVE REGULATION OF TELOMERE CAPPING	POSITIVE REGULATION OF TELOMERE CAPPING	18	-0.19112253	-0.81435716	0.5924453	0.82928795	1	17659	"tags=100%, list=81%, signal=523%"
ENZYME REGULATOR ACTIVITY	ENZYME REGULATOR ACTIVITY	23	-0.23111454	-0.81154287	0.4889336	0.8325998	1	1480	"tags=13%, list=7%, signal=14%"
APOPTOTIC MITOCHONDRIAL CHANGES	APOPTOTIC MITOCHONDRIAL CHANGES	23	-0.20575418	-0.8112212	0.5897436	0.83226156	1	6410	"tags=48%, list=29%, signal=68%"
MRNA CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR COMPLEX	MRNA CLEAVAGE AND POLYADENYLATION SPECIFICITY FACTOR COMPLEX	17	-0.18015498	-0.8109866	0.69033533	0.83156836	1	17898	"tags=100%, list=82%, signal=555%"
U1 SNRNP	U1 SNRNP	16	-0.32031178	-0.81038815	0.68016195	0.8313187	1	14841	"tags=100%, list=68%, signal=312%"
POSITIVE REGULATION OF CHONDROCYTE DIFFERENTIATION	POSITIVE REGULATION OF CHONDROCYTE DIFFERENTIATION	22	-0.25322327	-0.8067291	0.575	0.8355144	1	908	"tags=14%, list=4%, signal=14%"
GLUTAMINE METABOLIC PROCESS	GLUTAMINE METABOLIC PROCESS	18	-0.21518181	-0.80521905	0.71483624	0.83745193	1	5090	"tags=33%, list=23%, signal=43%"
WNT-PROTEIN BINDING	WNT-PROTEIN BINDING	29	-0.33534056	-0.80448484	0.5955734	0.83721024	1	4312	"tags=31%, list=20%, signal=39%"
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY	NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY	34	-0.15697509	-0.80306745	0.6996124	0.83878523	1	5402	"tags=26%, list=25%, signal=35%"
REGULATION OF MYELINATION	REGULATION OF MYELINATION	25	-0.23375528	-0.80272686	0.8070866	0.83845013	1	4761	"tags=44%, list=22%, signal=56%"
GOLGI LUMEN	GOLGI LUMEN	22	-0.25961432	-0.8004086	0.80670613	0.8407292	1	3914	"tags=36%, list=18%, signal=44%"
UBIQUITIN CONJUGATING ENZYME ACTIVITY	UBIQUITIN CONJUGATING ENZYME ACTIVITY	39	-0.2113445	-0.79898274	0.6052632	0.84191674	1	5567	"tags=38%, list=26%, signal=52%"
DNA BIOSYNTHETIC PROCESS	DNA BIOSYNTHETIC PROCESS	29	-0.2129328	-0.7985033	0.60334027	0.84193426	1	1251	"tags=10%, list=6%, signal=11%"
CELLULAR SODIUM ION HOMEOSTASIS	CELLULAR SODIUM ION HOMEOSTASIS	17	-0.29713935	-0.79590744	0.8023256	0.84366494	1	1345	"tags=18%, list=6%, signal=19%"
KIDNEY DEVELOPMENT	KIDNEY DEVELOPMENT	126	-0.21602939	-0.7954828	0.5030181	0.84332556	1	4589	"tags=26%, list=21%, signal=33%"
POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY	POSITIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY	97	-0.19778378	-0.79401946	0.6004057	0.8441186	1	5979	"tags=39%, list=27%, signal=54%"
CARDIAC MYOFIBRIL ASSEMBLY	CARDIAC MYOFIBRIL ASSEMBLY	15	-0.2614963	-0.7939535	0.6820084	0.84345514	1	1317	"tags=20%, list=6%, signal=21%"
GOLGI MEDIAL CISTERNA	GOLGI MEDIAL CISTERNA	15	-0.1632103	-0.78949976	0.7931727	0.8491942	1	6121	"tags=33%, list=28%, signal=46%"
ADRENERGIC RECEPTOR ACTIVITY	ADRENERGIC RECEPTOR ACTIVITY	15	-0.2881287	-0.7868209	0.5746421	0.8521454	1	5458	"tags=40%, list=25%, signal=53%"
ANTERIOR/POSTERIOR AXIS SPECIFICATION	ANTERIOR/POSTERIOR AXIS SPECIFICATION	17	-0.2900164	-0.78676635	0.7037773	0.8513959	1	4770	"tags=35%, list=22%, signal=45%"
TRANSCRIPTION COACTIVATOR BINDING	TRANSCRIPTION COACTIVATOR BINDING	21	-0.2829756	-0.7809699	0.7079108	0.85999614	1	2233	"tags=14%, list=10%, signal=16%"
INTEGRAL COMPONENT OF PEROXISOMAL MEMBRANE	INTEGRAL COMPONENT OF PEROXISOMAL MEMBRANE	16	-0.19842277	-0.7807263	0.7968442	0.85942435	1	7248	"tags=38%, list=33%, signal=56%"
DORSAL/VENTRAL PATTERN FORMATION	DORSAL/VENTRAL PATTERN FORMATION	42	-0.19836657	-0.78026813	0.722449	0.85941124	1	4770	"tags=31%, list=22%, signal=40%"
GERM CELL DEVELOPMENT	GERM CELL DEVELOPMENT	39	-0.21220401	-0.7799462	0.68798447	0.8587049	1	2209	"tags=18%, list=10%, signal=20%"
"POSITIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME"	"POSITIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME"	24	-0.22698203	-0.7761121	0.8027613	0.86326236	1	5699	"tags=29%, list=26%, signal=39%"
SMOOTH MUSCLE TISSUE DEVELOPMENT	SMOOTH MUSCLE TISSUE DEVELOPMENT	17	-0.26922438	-0.775839	0.5780933	0.86295915	1	4838	"tags=41%, list=22%, signal=53%"
AMINO ACID TRANSMEMBRANE TRANSPORT	AMINO ACID TRANSMEMBRANE TRANSPORT	23	-0.24651639	-0.7748335	0.8974359	0.8632339	1	4896	"tags=43%, list=22%, signal=56%"
PLASMA MEMBRANE ORGANIZATION	PLASMA MEMBRANE ORGANIZATION	21	-0.27998132	-0.7674666	0.80670613	0.872987	1	4374	"tags=38%, list=20%, signal=48%"
POSITIVE REGULATION OF PROTEIN AUTOPHOSPHORYLATION	POSITIVE REGULATION OF PROTEIN AUTOPHOSPHORYLATION	18	-0.22508854	-0.7648911	0.8038462	0.8753467	1	3406	"tags=22%, list=16%, signal=26%"
NEGATIVE REGULATION OF CELL DIFFERENTIATION	NEGATIVE REGULATION OF CELL DIFFERENTIATION	47	-0.21493307	-0.76474375	0.6041667	0.8745758	1	4968	"tags=26%, list=23%, signal=33%"
METALLOENDOPEPTIDASE ACTIVITY	METALLOENDOPEPTIDASE ACTIVITY	110	-0.20717366	-0.7620986	0.801217	0.87695366	1	1522	"tags=14%, list=7%, signal=15%"
PSEUDOURIDINE SYNTHESIS	PSEUDOURIDINE SYNTHESIS	16	-0.2122421	-0.7612529	0.72727275	0.87702554	1	17198	"tags=100%, list=79%, signal=471%"
CELL DEVELOPMENT	CELL DEVELOPMENT	29	-0.27644858	-0.7597714	0.5838264	0.8784862	1	3797	"tags=24%, list=17%, signal=29%"
ENDOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY	ENDOSOME TRANSPORT VIA MULTIVESICULAR BODY SORTING PATHWAY	16	-0.21571451	-0.75597906	0.81262326	0.88288945	1	4923	"tags=38%, list=23%, signal=48%"
NUCLEAR OUTER MEMBRANE	NUCLEAR OUTER MEMBRANE	25	-0.2106299	-0.7559626	0.6898608	0.88201463	1	5432	"tags=36%, list=25%, signal=48%"
CATALYTIC STEP 2 SPLICEOSOME	CATALYTIC STEP 2 SPLICEOSOME	79	-0.17105807	-0.75542885	0.5734407	0.8817498	1	18107	"tags=100%, list=83%, signal=585%"
"ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, MINUS-END-DIRECTED"	"ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY, MINUS-END-DIRECTED"	19	-0.25382635	-0.75461835	0.8968254	0.88188374	1	4856	"tags=32%, list=22%, signal=41%"
FIBROBLAST GROWTH FACTOR BINDING	FIBROBLAST GROWTH FACTOR BINDING	25	-0.24374714	-0.753509	0.69979715	0.88219017	1	2487	"tags=16%, list=11%, signal=18%"
CELL PROJECTION ORGANIZATION	CELL PROJECTION ORGANIZATION	171	-0.13391541	-0.7493931	0.70816326	0.88658816	1	5271	"tags=26%, list=24%, signal=34%"
CATION TRANSMEMBRANE TRANSPORTER ACTIVITY	CATION TRANSMEMBRANE TRANSPORTER ACTIVITY	17	-0.24910548	-0.74903524	0.5975855	0.8860654	1	4915	"tags=29%, list=23%, signal=38%"
NEGATIVE REGULATION OF CHONDROCYTE DIFFERENTIATION	NEGATIVE REGULATION OF CHONDROCYTE DIFFERENTIATION	18	-0.3003212	-0.7463379	0.7022133	0.8882961	1	6643	"tags=44%, list=30%, signal=64%"
ZINC ION TRANSMEMBRANE TRANSPORT	ZINC ION TRANSMEMBRANE TRANSPORT	17	-0.19767879	-0.7451746	0.791498	0.88837165	1	3981	"tags=24%, list=18%, signal=29%"
RETINOIC ACID RECEPTOR BINDING	RETINOIC ACID RECEPTOR BINDING	18	-0.23557602	-0.73911417	0.8038462	0.8948028	1	7120	"tags=50%, list=33%, signal=74%"
BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE	BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE	30	-0.23184763	-0.7363597	0.7079108	0.89705163	1	3741	"tags=27%, list=17%, signal=32%"
LENS DEVELOPMENT IN CAMERA-TYPE EYE	LENS DEVELOPMENT IN CAMERA-TYPE EYE	41	-0.23593356	-0.73520184	0.6083499	0.89748037	1	4095	"tags=32%, list=19%, signal=39%"
TELOMERASE RNA BINDING	TELOMERASE RNA BINDING	17	-0.18183333	-0.73508334	0.694165	0.8967412	1	4756	"tags=24%, list=22%, signal=30%"
SOMITE DEVELOPMENT	SOMITE DEVELOPMENT	16	-0.2504709	-0.73465234	0.79960316	0.8962485	1	4594	"tags=31%, list=21%, signal=40%"
EMBRYONIC HINDLIMB MORPHOGENESIS	EMBRYONIC HINDLIMB MORPHOGENESIS	32	-0.30249813	-0.7342245	0.6036217	0.89572257	1	4997	"tags=31%, list=23%, signal=40%"
TELOMERE MAINTENANCE VIA TELOMERASE	TELOMERE MAINTENANCE VIA TELOMERASE	17	-0.21129832	-0.7325455	0.5641026	0.897084	1	4281	"tags=24%, list=20%, signal=29%"
U5 SNRNP	U5 SNRNP	15	-0.27526352	-0.72824275	0.7004049	0.90193284	1	12573	"tags=93%, list=58%, signal=220%"
EPITHELIAL CILIUM MOVEMENT INVOLVED IN EXTRACELLULAR FLUID MOVEMENT	EPITHELIAL CILIUM MOVEMENT INVOLVED IN EXTRACELLULAR FLUID MOVEMENT	17	-0.26538447	-0.72819936	0.61290324	0.90111274	1	5768	"tags=47%, list=26%, signal=64%"
REGULATION OF WNT SIGNALING PATHWAY	REGULATION OF WNT SIGNALING PATHWAY	20	-0.24544892	-0.72768575	0.8011811	0.9010111	1	5903	"tags=45%, list=27%, signal=62%"
"ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME"	"ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME"	20	-0.21980244	-0.72682303	0.79435486	0.90122	1	7182	"tags=45%, list=33%, signal=67%"
NEURON FATE SPECIFICATION	NEURON FATE SPECIFICATION	18	-0.25037134	-0.7243519	0.69617707	0.90389746	1	2358	"tags=22%, list=11%, signal=25%"
ENDODERMAL CELL DIFFERENTIATION	ENDODERMAL CELL DIFFERENTIATION	27	-0.3019881	-0.72342503	0.70422536	0.90414554	1	5085	"tags=37%, list=23%, signal=48%"
BLOC-1 COMPLEX	BLOC-1 COMPLEX	15	-0.29273742	-0.71952814	0.7278106	0.9076063	1	4287	"tags=33%, list=20%, signal=41%"
INTRACELLULAR TRANSPORT	INTRACELLULAR TRANSPORT	20	-0.17619005	-0.7194688	0.8088531	0.90672356	1	17985	"tags=100%, list=82%, signal=568%"
RESPONSE TO MORPHINE	RESPONSE TO MORPHINE	32	-0.20241383	-0.71795297	0.7007874	0.9071686	1	4587	"tags=34%, list=21%, signal=43%"
POSITIVE REGULATION OF MULTICELLULAR ORGANISM GROWTH	POSITIVE REGULATION OF MULTICELLULAR ORGANISM GROWTH	39	-0.19157107	-0.71649677	0.9	0.90820366	1	5764	"tags=38%, list=26%, signal=52%"
CARBOXYPEPTIDASE ACTIVITY	CARBOXYPEPTIDASE ACTIVITY	35	-0.2430862	-0.7164835	0.7967807	0.9072903	1	3707	"tags=31%, list=17%, signal=38%"
POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION	POSITIVE REGULATION OF ENDOTHELIAL CELL MIGRATION	49	-0.24163851	-0.7127026	0.69617707	0.9111117	1	1389	"tags=14%, list=6%, signal=15%"
EMBRYONIC CRANIAL SKELETON MORPHOGENESIS	EMBRYONIC CRANIAL SKELETON MORPHOGENESIS	33	-0.27937675	-0.70935476	0.5955734	0.9134339	1	3703	"tags=27%, list=17%, signal=33%"
LIMB DEVELOPMENT	LIMB DEVELOPMENT	43	-0.22222851	-0.7072169	0.6804734	0.91543037	1	4491	"tags=26%, list=21%, signal=32%"
"RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ENDOPLASMIC RETICULUM"	"RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ENDOPLASMIC RETICULUM"	39	-0.1418458	-0.7028804	0.79457366	0.9189764	1	4377	"tags=21%, list=20%, signal=26%"
SULFUR COMPOUND METABOLIC PROCESS	SULFUR COMPOUND METABOLIC PROCESS	15	-0.22831756	-0.7028761	0.7010101	0.918057	1	4016	"tags=33%, list=18%, signal=41%"
EMBRYONIC MORPHOGENESIS	EMBRYONIC MORPHOGENESIS	23	-0.2357206	-0.6908362	0.801217	0.92989576	1	445	"tags=9%, list=2%, signal=9%"
CARDIAC MUSCLE CELL PROLIFERATION	CARDIAC MUSCLE CELL PROLIFERATION	15	-0.26925284	-0.6904725	0.8028169	0.9293143	1	1995	"tags=20%, list=9%, signal=22%"
HEMATOPOIETIC STEM CELL PROLIFERATION	HEMATOPOIETIC STEM CELL PROLIFERATION	16	-0.2088725	-0.6889306	0.77665997	0.93035007	1	4816	"tags=38%, list=22%, signal=48%"
CELL FATE COMMITMENT	CELL FATE COMMITMENT	68	-0.23076019	-0.68794835	0.79513186	0.93063927	1	2146	"tags=18%, list=10%, signal=20%"
INTRACILIARY TRANSPORT PARTICLE B	INTRACILIARY TRANSPORT PARTICLE B	20	-0.21631661	-0.6855798	0.6600398	0.93196136	1	17110	"tags=100%, list=78%, signal=462%"
INTERSTRAND CROSS-LINK REPAIR	INTERSTRAND CROSS-LINK REPAIR	27	-0.152109	-0.6853253	0.8947368	0.93111724	1	5590	"tags=22%, list=26%, signal=30%"
G PROTEIN-COUPLED SEROTONIN RECEPTOR SIGNALING PATHWAY	G PROTEIN-COUPLED SEROTONIN RECEPTOR SIGNALING PATHWAY	27	-0.23875584	-0.6819171	0.8955823	0.93393505	1	1791	"tags=19%, list=8%, signal=20%"
MANNOSYLATION	MANNOSYLATION	15	-0.14479879	-0.6813903	0.8902954	0.93349624	1	2383	"tags=13%, list=11%, signal=15%"
PROTEIN KINASE B BINDING	PROTEIN KINASE B BINDING	16	-0.17881706	-0.68092227	0.777336	0.9329077	1	17927	"tags=100%, list=82%, signal=559%"
"2 IRON, 2 SULFUR CLUSTER BINDING"	"2 IRON, 2 SULFUR CLUSTER BINDING"	23	-0.20676261	-0.67858297	0.7784431	0.93465513	1	5625	"tags=39%, list=26%, signal=53%"
EPITHELIAL TUBE BRANCHING INVOLVED IN LUNG MORPHOGENESIS	EPITHELIAL TUBE BRANCHING INVOLVED IN LUNG MORPHOGENESIS	20	-0.26313707	-0.67777944	0.6883629	0.93442416	1	4949	"tags=45%, list=23%, signal=58%"
NUCLEAR PORE	NUCLEAR PORE	66	-0.14063318	-0.67693865	0.7096154	0.9341137	1	6561	"tags=35%, list=30%, signal=50%"
PEPTIDE CATABOLIC PROCESS	PEPTIDE CATABOLIC PROCESS	16	-0.27968764	-0.676822	0.79476863	0.93337727	1	210	"tags=13%, list=1%, signal=13%"
NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS	NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS	17	-0.22119309	-0.67672515	0.79881656	0.9325725	1	17003	"tags=100%, list=78%, signal=452%"
GTP METABOLIC PROCESS	GTP METABOLIC PROCESS	15	-0.18733667	-0.67518467	0.805169	0.93321973	1	17741	"tags=100%, list=81%, signal=534%"
ADA2/GCN5/ADA3 TRANSCRIPTION ACTIVATOR COMPLEX	ADA2/GCN5/ADA3 TRANSCRIPTION ACTIVATOR COMPLEX	17	-0.15429471	-0.67315114	0.8996139	0.9344292	1	7485	"tags=47%, list=34%, signal=72%"
RESPIRATORY ELECTRON TRANSPORT CHAIN	RESPIRATORY ELECTRON TRANSPORT CHAIN	18	-0.20313647	-0.66842806	0.79583335	0.9383129	1	17397	"tags=100%, list=80%, signal=492%"
INTEGRAL COMPONENT OF MITOCHONDRIAL INNER MEMBRANE	INTEGRAL COMPONENT OF MITOCHONDRIAL INNER MEMBRANE	34	-0.20682818	-0.6675334	0.77665997	0.93815964	1	4342	"tags=26%, list=20%, signal=33%"
TRANSCRIPTION BY RNA POLYMERASE III	TRANSCRIPTION BY RNA POLYMERASE III	20	-0.23351371	-0.66660094	0.7004049	0.93798625	1	16735	"tags=100%, list=77%, signal=428%"
RIBOSOMAL LARGE SUBUNIT ASSEMBLY	RIBOSOMAL LARGE SUBUNIT ASSEMBLY	23	-0.21483281	-0.6652196	0.59591836	0.93819755	1	17143	"tags=100%, list=79%, signal=466%"
SPERM PRINCIPAL PIECE	SPERM PRINCIPAL PIECE	26	-0.20636363	-0.6628064	0.7921569	0.93929	1	2382	"tags=19%, list=11%, signal=22%"
SMAD BINDING	SMAD BINDING	55	-0.19200936	-0.6603485	0.7865385	0.9405283	1	4302	"tags=29%, list=20%, signal=36%"
OSTEOBLAST DEVELOPMENT	OSTEOBLAST DEVELOPMENT	16	-0.26991045	-0.65807974	0.8966203	0.94113874	1	2762	"tags=19%, list=13%, signal=21%"
NEURAL TUBE DEVELOPMENT	NEURAL TUBE DEVELOPMENT	47	-0.20940785	-0.6554252	0.69979715	0.9424325	1	5130	"tags=36%, list=24%, signal=47%"
PATTERN SPECIFICATION PROCESS	PATTERN SPECIFICATION PROCESS	50	-0.21889663	-0.6531332	0.69617707	0.94373584	1	5532	"tags=36%, list=25%, signal=48%"
POSITIVE REGULATION OF MESENCHYMAL CELL PROLIFERATION	POSITIVE REGULATION OF MESENCHYMAL CELL PROLIFERATION	25	-0.19893816	-0.65235436	0.79310346	0.94348145	1	4352	"tags=32%, list=20%, signal=40%"
EMBRYONIC DIGIT MORPHOGENESIS	EMBRYONIC DIGIT MORPHOGENESIS	61	-0.20101337	-0.6502598	0.801217	0.9446687	1	4689	"tags=26%, list=21%, signal=33%"
THYROID GLAND DEVELOPMENT	THYROID GLAND DEVELOPMENT	26	-0.25385332	-0.6473285	0.8966203	0.94648916	1	5361	"tags=38%, list=25%, signal=51%"
INTERMEDIATE FILAMENT	INTERMEDIATE FILAMENT	113	-0.18924873	-0.6443157	0.8902954	0.9473319	1	2151	"tags=15%, list=10%, signal=17%"
ENDOTHELIAL CELL MIGRATION	ENDOTHELIAL CELL MIGRATION	27	-0.22306913	-0.637171	0.70392156	0.9513656	1	3703	"tags=26%, list=17%, signal=31%"
NUCLEAR HETEROCHROMATIN	NUCLEAR HETEROCHROMATIN	26	-0.2155144	-0.6362444	0.801217	0.95098436	1	3708	"tags=23%, list=17%, signal=28%"
CILIARY MEMBRANE	CILIARY MEMBRANE	48	-0.17424063	-0.635182	0.8	0.950944	1	4748	"tags=27%, list=22%, signal=35%"
PEROXISOMAL MATRIX	PEROXISOMAL MATRIX	23	-0.17496158	-0.6350462	0.8945233	0.9501751	1	7033	"tags=48%, list=32%, signal=70%"
EYE DEVELOPMENT	EYE DEVELOPMENT	38	-0.18966463	-0.6228276	0.8949495	0.95753443	1	7305	"tags=50%, list=33%, signal=75%"
MALE GERM CELL NUCLEUS	MALE GERM CELL NUCLEUS	19	-0.17792453	-0.6163812	0.8106509	0.96015054	1	17947	"tags=100%, list=82%, signal=562%"
BASEMENT MEMBRANE	BASEMENT MEMBRANE	101	-0.22785036	-0.61452186	0.7967807	0.9603409	1	2980	"tags=23%, list=14%, signal=26%"
AMINOACYL-TRNA LIGASE ACTIVITY	AMINOACYL-TRNA LIGASE ACTIVITY	40	-0.14982098	-0.61433995	0.694165	0.95961636	1	18563	"tags=100%, list=85%, signal=668%"
NEGATIVE REGULATION OF ANOIKIS	NEGATIVE REGULATION OF ANOIKIS	15	-0.20592383	-0.6077321	0.6843137	0.96315	1	6423	"tags=47%, list=29%, signal=66%"
C21-STEROID HORMONE METABOLIC PROCESS	C21-STEROID HORMONE METABOLIC PROCESS	16	-0.27669322	-0.60299104	0.8947368	0.9648846	1	666	"tags=13%, list=3%, signal=13%"
RNA POLYMERASE III COMPLEX	RNA POLYMERASE III COMPLEX	18	-0.2334923	-0.5989686	0.70612246	0.9660837	1	16735	"tags=100%, list=77%, signal=428%"
SYMPATHETIC NERVOUS SYSTEM DEVELOPMENT	SYMPATHETIC NERVOUS SYSTEM DEVELOPMENT	16	-0.25651237	-0.59493035	0.7948718	0.96735144	1	3230	"tags=31%, list=15%, signal=37%"
OUTFLOW TRACT SEPTUM MORPHOGENESIS	OUTFLOW TRACT SEPTUM MORPHOGENESIS	25	-0.24609226	-0.59300685	0.7079108	0.9674689	1	3716	"tags=28%, list=17%, signal=34%"
DNA REPLICATION FACTOR A COMPLEX	DNA REPLICATION FACTOR A COMPLEX	15	-0.16736318	-0.5929684	0.8042636	0.9665403	1	5545	"tags=33%, list=25%, signal=45%"
TRANSLATIONAL INITIATION	TRANSLATIONAL INITIATION	57	-0.19509394	-0.59000516	0.8974359	0.96742636	1	17580	"tags=100%, list=81%, signal=513%"
POSITIVE REGULATION OF SMAD PROTEIN SIGNAL TRANSDUCTION	POSITIVE REGULATION OF SMAD PROTEIN SIGNAL TRANSDUCTION	15	-0.21420974	-0.58602864	0.801217	0.96901286	1	4302	"tags=27%, list=20%, signal=33%"
WNT-ACTIVATED RECEPTOR ACTIVITY	WNT-ACTIVATED RECEPTOR ACTIVITY	17	-0.27761975	-0.58550924	0.79476863	0.968449	1	4312	"tags=24%, list=20%, signal=29%"
TRNA AMINOACYLATION FOR PROTEIN TRANSLATION	TRNA AMINOACYLATION FOR PROTEIN TRANSLATION	33	-0.14977285	-0.57502466	0.79881656	0.972299	1	18563	"tags=100%, list=85%, signal=668%"
TRANSLATION INITIATION FACTOR ACTIVITY	TRANSLATION INITIATION FACTOR ACTIVITY	50	-0.19503123	-0.571491	0.79881656	0.9728296	1	17580	"tags=100%, list=81%, signal=513%"
GLYCOGEN BIOSYNTHETIC PROCESS	GLYCOGEN BIOSYNTHETIC PROCESS	18	-0.17447726	-0.5693996	0.8015717	0.97276783	1	18022	"tags=100%, list=83%, signal=573%"
RNA POLYMERASE III ACTIVITY	RNA POLYMERASE III ACTIVITY	16	-0.23347089	-0.5689929	0.8	0.9719808	1	16735	"tags=100%, list=77%, signal=428%"
CYTOPLASMIC TRANSLATIONAL INITIATION	CYTOPLASMIC TRANSLATIONAL INITIATION	17	-0.23517814	-0.5400053	0.79476863	0.98317045	1	16698	"tags=100%, list=77%, signal=425%"
U2 SNRNP	U2 SNRNP	18	-0.20125642	-0.5341589	0.8974359	0.9847468	1	17438	"tags=100%, list=80%, signal=497%"
NON-MOTILE CILIUM	NON-MOTILE CILIUM	30	-0.15909092	-0.53407687	0.89387757	0.9838102	1	4491	"tags=23%, list=21%, signal=29%"
ANAPHASE-PROMOTING COMPLEX	ANAPHASE-PROMOTING COMPLEX	22	-0.18457597	-0.53317064	0.7	0.9832697	1	6650	"tags=36%, list=30%, signal=52%"
SENSORY PERCEPTION OF CHEMICAL STIMULUS	SENSORY PERCEPTION OF CHEMICAL STIMULUS	16	-0.26918843	-0.5326257	0.90019196	0.982484	1	15956	"tags=100%, list=73%, signal=372%"
EMBRYONIC SKELETAL SYSTEM MORPHOGENESIS	EMBRYONIC SKELETAL SYSTEM MORPHOGENESIS	52	-0.19622421	-0.5257342	0.80078894	0.9841462	1	6330	"tags=35%, list=29%, signal=49%"
