NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
AMINOPEPTIDASE ACTIVITY	AMINOPEPTIDASE ACTIVITY	31	0.37638044	1.2397492	0.21428572	0.30616006	1	3818	"tags=23%, list=17%, signal=27%"
TRANSAMINASE ACTIVITY	TRANSAMINASE ACTIVITY	22	0.4434747	1.2392067	0.23287672	0.30661243	1	5858	"tags=41%, list=27%, signal=56%"
DNA REPLICATION	DNA REPLICATION	118	0.35094357	1.2387592	0.09881423	0.3067821	1	6122	"tags=36%, list=28%, signal=49%"
POSITIVE REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING	POSITIVE REGULATION OF SUBSTRATE ADHESION-DEPENDENT CELL SPREADING	37	0.27664572	1.2382765	0.10650887	0.30720833	1	3081	"tags=19%, list=14%, signal=22%"
RESPONSE TO X-RAY	RESPONSE TO X-RAY	21	0.41131943	1.2378323	0	0.30798462	1	3612	"tags=24%, list=17%, signal=29%"
BICARBONATE TRANSPORT	BICARBONATE TRANSPORT	19	0.37031072	1.2377694	0.1125	0.3078487	1	1789	"tags=21%, list=8%, signal=23%"
RNA EXPORT FROM NUCLEUS	RNA EXPORT FROM NUCLEUS	16	0.4012726	1.2374048	0.2016129	0.3082204	1	4128	"tags=25%, list=19%, signal=31%"
EPITHELIAL CELL DIFFERENTIATION	EPITHELIAL CELL DIFFERENTIATION	63	0.42406687	1.2366265	0.22070312	0.30916348	1	3580	"tags=33%, list=16%, signal=40%"
REGULATION OF MITOTIC SPINDLE ORGANIZATION	REGULATION OF MITOTIC SPINDLE ORGANIZATION	16	0.30840448	1.2363113	0.18548387	0.30909708	1	2974	"tags=19%, list=14%, signal=22%"
CELLULAR RESPONSE TO UV	CELLULAR RESPONSE TO UV	51	0.24872708	1.2356411	0.07114624	0.30939588	1	5857	"tags=27%, list=27%, signal=37%"
CHROMATIN	CHROMATIN	132	0.2074405	1.2352835	0.09467456	0.30976522	1	5773	"tags=27%, list=26%, signal=36%"
PROTEIN TARGETING	PROTEIN TARGETING	40	0.26828897	1.2346239	0.10438413	0.31061316	1	2026	"tags=15%, list=9%, signal=17%"
BLASTOCYST DEVELOPMENT	BLASTOCYST DEVELOPMENT	27	0.45642725	1.2345835	0.10671937	0.310457	1	7469	"tags=59%, list=34%, signal=90%"
CORTICAL CYTOSKELETON	CORTICAL CYTOSKELETON	28	0.33594695	1.234228	0	0.31075695	1	4456	"tags=32%, list=20%, signal=40%"
ESTABLISHMENT OF SKIN BARRIER	ESTABLISHMENT OF SKIN BARRIER	21	0.47013295	1.2337842	0.10650887	0.3111402	1	4164	"tags=52%, list=19%, signal=65%"
GLUTATHIONE METABOLIC PROCESS	GLUTATHIONE METABOLIC PROCESS	48	0.3806381	1.2331853	0.22376238	0.31154618	1	5247	"tags=33%, list=24%, signal=44%"
POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION	POSITIVE REGULATION OF EPITHELIAL TO MESENCHYMAL TRANSITION	43	0.50556505	1.2329215	0.10650887	0.3115779	1	5204	"tags=44%, list=24%, signal=58%"
NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION	NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION	20	0.38065448	1.2324643	0.28143713	0.3120027	1	4596	"tags=30%, list=21%, signal=38%"
INTEGRAL COMPONENT OF MITOCHONDRIAL OUTER MEMBRANE	INTEGRAL COMPONENT OF MITOCHONDRIAL OUTER MEMBRANE	25	0.29916155	1.2319729	0.1	0.3123897	1	3430	"tags=20%, list=16%, signal=24%"
POSITIVE REGULATION OF RECEPTOR RECYCLING	POSITIVE REGULATION OF RECEPTOR RECYCLING	16	0.34930423	1.2318572	0.10735586	0.31226748	1	3469	"tags=31%, list=16%, signal=37%"
PROTEIN K63-LINKED UBIQUITINATION	PROTEIN K63-LINKED UBIQUITINATION	39	0.235023	1.2318268	0.19	0.312125	1	3702	"tags=15%, list=17%, signal=18%"
AMYLOID-BETA BINDING	AMYLOID-BETA BINDING	53	0.31186646	1.2310781	0.18367347	0.31338793	1	4996	"tags=40%, list=23%, signal=51%"
ENDOCRINE PANCREAS DEVELOPMENT	ENDOCRINE PANCREAS DEVELOPMENT	35	0.48046067	1.2306575	0.10650887	0.3138476	1	5237	"tags=46%, list=24%, signal=60%"
RESPONSE TO ETHANOL	RESPONSE TO ETHANOL	122	0.25795132	1.2301674	0.18825911	0.31422886	1	3938	"tags=20%, list=18%, signal=25%"
FATTY-ACYL-COA BINDING	FATTY-ACYL-COA BINDING	26	0.4183901	1.2297045	0	0.31451517	1	7070	"tags=58%, list=32%, signal=85%"
REGULATION OF OSSIFICATION	REGULATION OF OSSIFICATION	16	0.4662773	1.2274936	0.21471173	0.31693208	1	5054	"tags=38%, list=23%, signal=49%"
MANNOSE BINDING	MANNOSE BINDING	22	0.42781544	1.2263689	0.10408163	0.31826836	1	1532	"tags=23%, list=7%, signal=24%"
TRANSLATION INITIATION FACTOR BINDING	TRANSLATION INITIATION FACTOR BINDING	25	0.3698144	1.2260201	0.18661258	0.31860945	1	614	"tags=8%, list=3%, signal=8%"
SUMO TRANSFERASE ACTIVITY	SUMO TRANSFERASE ACTIVITY	18	0.40940768	1.2255251	0.27639157	0.31907275	1	7064	"tags=33%, list=32%, signal=49%"
COPPER ION BINDING	COPPER ION BINDING	56	0.4404777	1.225414	0.21850394	0.31907845	1	6386	"tags=41%, list=29%, signal=58%"
NEGATIVE REGULATION OF JNK CASCADE	NEGATIVE REGULATION OF JNK CASCADE	26	0.26093745	1.2250268	0.10121457	0.31912667	1	5132	"tags=27%, list=24%, signal=35%"
"PROTEIN BINDING, BRIDGING"	"PROTEIN BINDING, BRIDGING"	68	0.23511298	1.2242291	0.10141988	0.32011768	1	5983	"tags=32%, list=27%, signal=44%"
POSITIVE REGULATION OF ATPASE ACTIVITY	POSITIVE REGULATION OF ATPASE ACTIVITY	40	0.29873824	1.2237933	0.20661157	0.32018286	1	6391	"tags=35%, list=29%, signal=49%"
AMINO ACID BINDING	AMINO ACID BINDING	29	0.35487294	1.2237743	0	0.32001975	1	3260	"tags=21%, list=15%, signal=24%"
CELLULAR RESPONSE TO COPPER ION	CELLULAR RESPONSE TO COPPER ION	18	0.4007203	1.223401	0.10358566	0.320258	1	4229	"tags=33%, list=19%, signal=41%"
PROTEIN DIMERIZATION ACTIVITY	PROTEIN DIMERIZATION ACTIVITY	193	0.23754169	1.2228386	0	0.3207075	1	3704	"tags=17%, list=17%, signal=20%"
TRANSMEMBRANE TRANSPORTER ACTIVITY	TRANSMEMBRANE TRANSPORTER ACTIVITY	184	0.27861637	1.2220578	0.2125	0.32148	1	3038	"tags=16%, list=14%, signal=18%"
RETINA DEVELOPMENT IN CAMERA-TYPE EYE	RETINA DEVELOPMENT IN CAMERA-TYPE EYE	71	0.31870446	1.2217467	0.10865191	0.3215657	1	2994	"tags=18%, list=14%, signal=21%"
SKELETAL MUSCLE TISSUE REGENERATION	SKELETAL MUSCLE TISSUE REGENERATION	26	0.41733557	1.2217114	0.21181263	0.32151088	1	2020	"tags=19%, list=9%, signal=21%"
SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	48	0.23525731	1.2211499	0.17427386	0.32187825	1	6552	"tags=33%, list=30%, signal=48%"
TISSUE REGENERATION	TISSUE REGENERATION	24	0.46107733	1.2200848	0.32226562	0.32291758	1	5014	"tags=58%, list=23%, signal=76%"
HEMOPOIESIS	HEMOPOIESIS	74	0.34686798	1.2187427	0.10650887	0.32388148	1	6237	"tags=34%, list=29%, signal=47%"
TRNA BINDING	TRNA BINDING	61	0.32746848	1.2187371	0.28402367	0.32361728	1	7672	"tags=39%, list=35%, signal=61%"
ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT MEMBRANE	ENDOPLASMIC RETICULUM-GOLGI INTERMEDIATE COMPARTMENT MEMBRANE	40	0.3034369	1.217312	0.09486166	0.3254646	1	7318	"tags=40%, list=34%, signal=60%"
SIGNAL TRANSDUCTION INVOLVED IN REGULATION OF GENE EXPRESSION	SIGNAL TRANSDUCTION INVOLVED IN REGULATION OF GENE EXPRESSION	22	0.4697048	1.2170469	0.072434604	0.32561848	1	2414	"tags=23%, list=11%, signal=26%"
RETINOL METABOLIC PROCESS	RETINOL METABOLIC PROCESS	36	0.45236892	1.2155923	0.08695652	0.3269652	1	6184	"tags=47%, list=28%, signal=66%"
ESTABLISHMENT OF MITOTIC SPINDLE ORIENTATION	ESTABLISHMENT OF MITOTIC SPINDLE ORIENTATION	34	0.21492495	1.2155142	0	0.32669875	1	4994	"tags=21%, list=23%, signal=27%"
CARDIAC MUSCLE TISSUE MORPHOGENESIS	CARDIAC MUSCLE TISSUE MORPHOGENESIS	19	0.5392964	1.2153924	0.20119523	0.32658586	1	5085	"tags=63%, list=23%, signal=82%"
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY IN ABSENCE OF LIGAND	NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY IN ABSENCE OF LIGAND	32	0.36748406	1.214176	0.21906693	0.32781103	1	2306	"tags=22%, list=11%, signal=24%"
"OXIDOREDUCTASE ACTIVITY, ACTING ON THE ALDEHYDE OR OXO GROUP OF DONORS, NAD OR NADP AS ACCEPTOR"	"OXIDOREDUCTASE ACTIVITY, ACTING ON THE ALDEHYDE OR OXO GROUP OF DONORS, NAD OR NADP AS ACCEPTOR"	25	0.3425267	1.2133737	0.3097166	0.32845932	1	2450	"tags=16%, list=11%, signal=18%"
ENDOPLASMIC RETICULUM TO GOLGI VESICLE-MEDIATED TRANSPORT	ENDOPLASMIC RETICULUM TO GOLGI VESICLE-MEDIATED TRANSPORT	97	0.23451227	1.212945	0.28402367	0.3288264	1	9662	"tags=45%, list=44%, signal=81%"
ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION	ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION	16	0.40903756	1.2117907	0.09330629	0.32999605	1	1901	"tags=19%, list=9%, signal=21%"
LIVER DEVELOPMENT	LIVER DEVELOPMENT	97	0.24624968	1.2109275	0	0.33068115	1	3763	"tags=18%, list=17%, signal=21%"
NEGATIVE REGULATION OF TORC1 SIGNALING	NEGATIVE REGULATION OF TORC1 SIGNALING	17	0.33209512	1.210889	0.16458334	0.33045417	1	840	"tags=12%, list=4%, signal=12%"
POSITIVE REGULATION OF CELL MIGRATION	POSITIVE REGULATION OF CELL MIGRATION	235	0.3124425	1.210413	0.10650887	0.33060506	1	4876	"tags=28%, list=22%, signal=36%"
PROTEIN AUTOPHOSPHORYLATION	PROTEIN AUTOPHOSPHORYLATION	176	0.24684548	1.2100292	0.20816326	0.33136058	1	2441	"tags=13%, list=11%, signal=15%"
POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION	POSITIVE REGULATION OF ACTIN FILAMENT POLYMERIZATION	50	0.2738966	1.2095454	0.0952381	0.33168623	1	1571	"tags=12%, list=7%, signal=13%"
PROTEIN N-TERMINUS BINDING	PROTEIN N-TERMINUS BINDING	123	0.2172502	1.2080364	0.09218437	0.33350354	1	3570	"tags=17%, list=16%, signal=20%"
U2-TYPE CATALYTIC STEP 2 SPLICEOSOME	U2-TYPE CATALYTIC STEP 2 SPLICEOSOME	30	0.46173197	1.2064518	0.27745664	0.33604547	1	10064	"tags=73%, list=46%, signal=136%"
LUNG MORPHOGENESIS	LUNG MORPHOGENESIS	24	0.29567102	1.2059348	0.072434604	0.33640838	1	5460	"tags=33%, list=25%, signal=44%"
POSITIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER	POSITIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER	15	0.39417467	1.2052081	0.36916837	0.3370938	1	5237	"tags=33%, list=24%, signal=44%"
POSITIVE REGULATION OF PROTEIN BINDING	POSITIVE REGULATION OF PROTEIN BINDING	83	0.2533087	1.2035172	0.19767442	0.33900145	1	2630	"tags=12%, list=12%, signal=14%"
DNA REPLICATION INITIATION	DNA REPLICATION INITIATION	22	0.57807475	1.2035108	0	0.3387273	1	6635	"tags=64%, list=30%, signal=91%"
POSITIVE REGULATION OF CELL DIFFERENTIATION	POSITIVE REGULATION OF CELL DIFFERENTIATION	48	0.35284048	1.2035034	0.42	0.3384542	1	2865	"tags=19%, list=13%, signal=22%"
"NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY"	"NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY"	32	0.27274752	1.202975	0.2769231	0.3389335	1	118	"tags=3%, list=1%, signal=3%"
PEPTIDE CROSS-LINKING	PEPTIDE CROSS-LINKING	20	0.4584806	1.2028491	0.19675456	0.3388939	1	3427	"tags=35%, list=16%, signal=41%"
CONDENSED CHROMOSOME KINETOCHORE	CONDENSED CHROMOSOME KINETOCHORE	85	0.2550307	1.2022352	0.21113244	0.33937714	1	6415	"tags=34%, list=29%, signal=48%"
CARBOHYDRATE PHOSPHORYLATION	CARBOHYDRATE PHOSPHORYLATION	23	0.3639338	1.2013575	0.20858896	0.34054643	1	1602	"tags=17%, list=7%, signal=19%"
EXTRINSIC COMPONENT OF MEMBRANE	EXTRINSIC COMPONENT OF MEMBRANE	57	0.26908678	1.2009175	0.11020408	0.34077597	1	3641	"tags=18%, list=17%, signal=21%"
CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE REGULATOR ACTIVITY	CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE REGULATOR ACTIVITY	29	0.3267624	1.1990532	0.28853756	0.34367257	1	5338	"tags=34%, list=24%, signal=46%"
CELLULAR RESPONSE TO GLUCOSE STIMULUS	CELLULAR RESPONSE TO GLUCOSE STIMULUS	68	0.30132517	1.1983111	0.29958677	0.34456483	1	1186	"tags=10%, list=5%, signal=11%"
REGULATION OF GENE EXPRESSION	REGULATION OF GENE EXPRESSION	265	0.30151132	1.1979679	0.19132149	0.34489658	1	3163	"tags=18%, list=14%, signal=21%"
CELLULAR RESPONSE TO UNFOLDED PROTEIN	CELLULAR RESPONSE TO UNFOLDED PROTEIN	20	0.49927276	1.1976635	0	0.34509456	1	7966	"tags=70%, list=36%, signal=110%"
S100 PROTEIN BINDING	S100 PROTEIN BINDING	15	0.45826662	1.1967452	0.2781065	0.3462862	1	5089	"tags=60%, list=23%, signal=78%"
MRNA 3'-UTR BINDING	MRNA 3'-UTR BINDING	69	0.25637975	1.1965512	0.19166666	0.34609064	1	4132	"tags=17%, list=19%, signal=21%"
NUCLEOTIDE-EXCISION REPAIR	NUCLEOTIDE-EXCISION REPAIR	38	0.2811097	1.1950848	0.29208925	0.34765142	1	5484	"tags=24%, list=25%, signal=32%"
TRANSMEMBRANE SIGNALING RECEPTOR ACTIVITY	TRANSMEMBRANE SIGNALING RECEPTOR ACTIVITY	273	0.37405145	1.1939102	0	0.34939978	1	3418	"tags=25%, list=16%, signal=29%"
POTASSIUM ION HOMEOSTASIS	POTASSIUM ION HOMEOSTASIS	15	0.4330796	1.1937314	0.20833333	0.34943363	1	5478	"tags=47%, list=25%, signal=62%"
POSITIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION	POSITIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION	78	0.21895543	1.1937302	0.19583334	0.34915423	1	3799	"tags=13%, list=17%, signal=15%"
POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT	POSITIVE REGULATION OF RECEPTOR SIGNALING PATHWAY VIA JAK-STAT	31	0.3721945	1.1924497	0.0907441	0.3504972	1	2911	"tags=19%, list=13%, signal=22%"
PROTEIN TETRAMERIZATION	PROTEIN TETRAMERIZATION	33	0.26244417	1.1920633	0.185567	0.35072216	1	3902	"tags=24%, list=18%, signal=29%"
LAMELLIPODIUM MEMBRANE	LAMELLIPODIUM MEMBRANE	22	0.3759315	1.1910682	0.21875	0.3519938	1	1851	"tags=23%, list=8%, signal=25%"
DNA-DIRECTED DNA POLYMERASE ACTIVITY	DNA-DIRECTED DNA POLYMERASE ACTIVITY	22	0.3849268	1.1910622	0.09881423	0.3517894	1	6122	"tags=36%, list=28%, signal=50%"
T CELL DIFFERENTIATION IN THYMUS	T CELL DIFFERENTIATION IN THYMUS	35	0.37976384	1.1901934	0.17751479	0.3527039	1	7396	"tags=43%, list=34%, signal=65%"
TRANSCRIPTION FACTOR COMPLEX	TRANSCRIPTION FACTOR COMPLEX	237	0.30088592	1.1901635	0.21301775	0.3524231	1	4899	"tags=24%, list=22%, signal=31%"
ACTIN CYTOSKELETON	ACTIN CYTOSKELETON	203	0.25777465	1.189581	0.2125	0.35248637	1	4351	"tags=22%, list=20%, signal=27%"
LIGAND-ACTIVATED TRANSCRIPTION FACTOR ACTIVITY	LIGAND-ACTIVATED TRANSCRIPTION FACTOR ACTIVITY	18	0.37900928	1.1895787	0.28716904	0.35220617	1	4352	"tags=33%, list=20%, signal=42%"
FATTY ACID TRANSPORT	FATTY ACID TRANSPORT	17	0.36146688	1.1894853	0	0.35217664	1	4549	"tags=35%, list=21%, signal=45%"
CELL-MATRIX ADHESION	CELL-MATRIX ADHESION	81	0.42350674	1.1886913	0.31610337	0.35303324	1	3726	"tags=28%, list=17%, signal=34%"
ENDOCARDIAL CUSHION MORPHOGENESIS	ENDOCARDIAL CUSHION MORPHOGENESIS	17	0.514167	1.1869124	0.07100592	0.3550294	1	4970	"tags=35%, list=23%, signal=46%"
MRNA 3'-UTR AU-RICH REGION BINDING	MRNA 3'-UTR AU-RICH REGION BINDING	25	0.36546606	1.1853365	0.19583334	0.3576979	1	2590	"tags=20%, list=12%, signal=23%"
PHOSPHATASE ACTIVITY	PHOSPHATASE ACTIVITY	128	0.20250742	1.1852336	0.10650887	0.35767826	1	4547	"tags=20%, list=21%, signal=25%"
CELL ADHESION MEDIATED BY INTEGRIN	CELL ADHESION MEDIATED BY INTEGRIN	19	0.5224189	1.1850362	0.20669292	0.35761723	1	2878	"tags=32%, list=13%, signal=36%"
PROTEIN TARGETING TO MEMBRANE	PROTEIN TARGETING TO MEMBRANE	43	0.27045485	1.1833344	0.113131315	0.3598102	1	935	"tags=7%, list=4%, signal=7%"
POSITIVE REGULATION OF PROTEIN EXPORT FROM NUCLEUS	POSITIVE REGULATION OF PROTEIN EXPORT FROM NUCLEUS	18	0.27580377	1.1832142	0.30985916	0.35952485	1	3502	"tags=22%, list=16%, signal=26%"
CELLULAR PROTEIN MODIFICATION PROCESS	CELLULAR PROTEIN MODIFICATION PROCESS	42	0.25106665	1.1810192	0.19959678	0.3624742	1	3447	"tags=14%, list=16%, signal=17%"
PROTEIN FOLDING CHAPERONE	PROTEIN FOLDING CHAPERONE	24	0.2969936	1.1804718	0.40325865	0.3628457	1	4876	"tags=25%, list=22%, signal=32%"
PROTEIN PHOSPHATASE 1 BINDING	PROTEIN PHOSPHATASE 1 BINDING	20	0.2697593	1.1795868	0	0.3632786	1	3239	"tags=20%, list=15%, signal=23%"
NUCLEAR MATRIX	NUCLEAR MATRIX	101	0.21646717	1.1790832	0.19126819	0.36371556	1	5056	"tags=23%, list=23%, signal=30%"
POSITIVE REGULATION OF PROTEOLYSIS	POSITIVE REGULATION OF PROTEOLYSIS	22	0.3138564	1.178572	0	0.36408442	1	2899	"tags=18%, list=13%, signal=21%"
NUCLEAR ENVELOPE ORGANIZATION	NUCLEAR ENVELOPE ORGANIZATION	18	0.32465565	1.1782597	0.28256512	0.36444458	1	6481	"tags=44%, list=30%, signal=63%"
"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE BINDING"	"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE BINDING"	75	0.28954658	1.1779563	0.0997921	0.36487296	1	2108	"tags=15%, list=10%, signal=16%"
ARACHIDONIC ACID SECRETION	ARACHIDONIC ACID SECRETION	24	0.479343	1.1778042	0.11637081	0.36482143	1	4317	"tags=38%, list=20%, signal=47%"
BLASTOCYST FORMATION	BLASTOCYST FORMATION	24	0.30320904	1.1768941	0.2193676	0.36600366	1	6620	"tags=38%, list=30%, signal=54%"
RIBOSOMAL SMALL SUBUNIT BIOGENESIS	RIBOSOMAL SMALL SUBUNIT BIOGENESIS	19	0.48490754	1.1768142	0.28458497	0.36577052	1	10550	"tags=84%, list=48%, signal=163%"
RESPONSE TO ESTROGEN	RESPONSE TO ESTROGEN	70	0.3013347	1.1759921	0.32938856	0.36645505	1	4899	"tags=23%, list=22%, signal=29%"
REGULATION OF CATALYTIC ACTIVITY	REGULATION OF CATALYTIC ACTIVITY	72	0.2159334	1.1759534	0.09881423	0.36616677	1	5037	"tags=22%, list=23%, signal=29%"
NEGATIVE REGULATION OF OSSIFICATION	NEGATIVE REGULATION OF OSSIFICATION	24	0.39722532	1.1752468	0.21499014	0.36671323	1	4137	"tags=33%, list=19%, signal=41%"
TRANSFORMING GROWTH FACTOR BETA BINDING	TRANSFORMING GROWTH FACTOR BETA BINDING	23	0.5683947	1.1743547	0.3846154	0.36776084	1	3738	"tags=43%, list=17%, signal=52%"
POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION	POSITIVE REGULATION OF OSTEOBLAST DIFFERENTIATION	64	0.35117823	1.1731282	0.21471173	0.36992213	1	2661	"tags=19%, list=12%, signal=21%"
NUCLEOSOME ASSEMBLY	NUCLEOSOME ASSEMBLY	45	0.27665251	1.1729786	0.19807692	0.36992636	1	5152	"tags=29%, list=24%, signal=38%"
ANCHORED COMPONENT OF MEMBRANE	ANCHORED COMPONENT OF MEMBRANE	133	0.3184371	1.1728092	0.19715448	0.36997327	1	3347	"tags=23%, list=15%, signal=26%"
CAVEOLA	CAVEOLA	86	0.2933112	1.1727749	0.20816326	0.36973855	1	3826	"tags=26%, list=18%, signal=31%"
CELLULAR RESPONSE TO PROSTAGLANDIN E STIMULUS	CELLULAR RESPONSE TO PROSTAGLANDIN E STIMULUS	15	0.35061425	1.1726674	0.1954262	0.36970803	1	706	"tags=13%, list=3%, signal=14%"
NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY	NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY	17	0.3979528	1.1726295	0.38264298	0.36949876	1	7786	"tags=53%, list=36%, signal=82%"
RESPONSE TO IONIZING RADIATION	RESPONSE TO IONIZING RADIATION	49	0.24566653	1.1722844	0.29423076	0.36970153	1	6769	"tags=29%, list=31%, signal=41%"
INNER CELL MASS CELL PROLIFERATION	INNER CELL MASS CELL PROLIFERATION	15	0.3845612	1.171428	0.28656125	0.37095514	1	9340	"tags=60%, list=43%, signal=105%"
ENDOSOME ORGANIZATION	ENDOSOME ORGANIZATION	40	0.23906235	1.1697577	0.20790021	0.37327388	1	5108	"tags=23%, list=23%, signal=29%"
LAMIN BINDING	LAMIN BINDING	17	0.28506562	1.1694511	0.2970297	0.37349945	1	4622	"tags=29%, list=21%, signal=37%"
STEREOCILIUM TIP	STEREOCILIUM TIP	18	0.37448728	1.1693816	0.1183432	0.37320858	1	3959	"tags=33%, list=18%, signal=41%"
BILE ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	BILE ACID TRANSMEMBRANE TRANSPORTER ACTIVITY	15	0.59619284	1.1682066	0.21653543	0.37429392	1	4701	"tags=47%, list=22%, signal=59%"
STRIATED MUSCLE THIN FILAMENT	STRIATED MUSCLE THIN FILAMENT	16	0.3318933	1.1668762	0.087649405	0.3753107	1	3307	"tags=31%, list=15%, signal=37%"
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF BITTER TASTE	DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF BITTER TASTE	21	0.54109514	1.1657255	0.33333334	0.3766297	1	7295	"tags=67%, list=33%, signal=100%"
NEGATIVE REGULATION OF PROTEIN UBIQUITINATION	NEGATIVE REGULATION OF PROTEIN UBIQUITINATION	51	0.29578722	1.1654321	0.29208925	0.37684432	1	135	"tags=6%, list=1%, signal=6%"
IRON-SULFUR CLUSTER BINDING	IRON-SULFUR CLUSTER BINDING	61	0.26758003	1.1644057	0.39096266	0.377667	1	4256	"tags=18%, list=19%, signal=22%"
TRANSCRIPTION BY RNA POLYMERASE I	TRANSCRIPTION BY RNA POLYMERASE I	16	0.40275058	1.1616482	0.28973842	0.38084224	1	6456	"tags=38%, list=30%, signal=53%"
PHOSPHATIDYLINOSITOL BINDING	PHOSPHATIDYLINOSITOL BINDING	98	0.23702422	1.1613723	0.3008299	0.38124067	1	3249	"tags=16%, list=15%, signal=19%"
TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER	TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER	22	0.25897256	1.1612453	0.097363085	0.38118035	1	7121	"tags=32%, list=33%, signal=47%"
EMBRYONIC HEMOPOIESIS	EMBRYONIC HEMOPOIESIS	15	0.44365913	1.1609277	0.30628803	0.38117582	1	2306	"tags=27%, list=11%, signal=30%"
NOTCH SIGNALING PATHWAY	NOTCH SIGNALING PATHWAY	113	0.26628253	1.160852	0.20208333	0.3809543	1	2389	"tags=13%, list=11%, signal=15%"
MONOCYTE DIFFERENTIATION	MONOCYTE DIFFERENTIATION	16	0.31954044	1.1600757	0.28370222	0.3818732	1	5204	"tags=38%, list=24%, signal=49%"
PROTEASOMAL PROTEIN CATABOLIC PROCESS	PROTEASOMAL PROTEIN CATABOLIC PROCESS	31	0.39736474	1.1587884	0.28015563	0.38343483	1	568	"tags=6%, list=3%, signal=7%"
NEGATIVE REGULATION OF ASTROCYTE DIFFERENTIATION	NEGATIVE REGULATION OF ASTROCYTE DIFFERENTIATION	15	0.363475	1.1587756	0.18762887	0.38313848	1	1052	"tags=13%, list=5%, signal=14%"
POSITIVE REGULATION OF PROTEIN TARGETING TO MEMBRANE	POSITIVE REGULATION OF PROTEIN TARGETING TO MEMBRANE	30	0.32243305	1.1585815	0.09919028	0.3830857	1	3117	"tags=20%, list=14%, signal=23%"
RIBOSOME BINDING	RIBOSOME BINDING	55	0.28640103	1.1585585	0.28235295	0.38279018	1	7031	"tags=36%, list=32%, signal=54%"
PROTEIN HETEROOLIGOMERIZATION	PROTEIN HETEROOLIGOMERIZATION	18	0.3342514	1.1583011	0.20858896	0.382948	1	1805	"tags=17%, list=8%, signal=18%"
HETEROTRIMERIC G-PROTEIN COMPLEX	HETEROTRIMERIC G-PROTEIN COMPLEX	34	0.3022097	1.1581814	0.09406953	0.38265285	1	3546	"tags=26%, list=16%, signal=32%"
TRIGLYCERIDE BIOSYNTHETIC PROCESS	TRIGLYCERIDE BIOSYNTHETIC PROCESS	16	0.36866185	1.1580887	0.18585859	0.38235855	1	4577	"tags=38%, list=21%, signal=47%"
SNAP RECEPTOR ACTIVITY	SNAP RECEPTOR ACTIVITY	31	0.3003333	1.1580299	0	0.3820647	1	3651	"tags=26%, list=17%, signal=31%"
POSITIVE REGULATION OF STRESS FIBER ASSEMBLY	POSITIVE REGULATION OF STRESS FIBER ASSEMBLY	56	0.2973784	1.1553844	0.30208334	0.3864302	1	3142	"tags=20%, list=14%, signal=23%"
